bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
20183605769594,Modeling exploratory search as a knowledge-intensive process,"Tibau, Marcelo and Siqueira, Sean W. M. and Pereira Nunes, Bernardo and Bortoluzzi, Maria and Marenzi, Ivana","Proceedings - IEEE 18th International Conference on Advanced Learning Technologies, ICALT 2018",2018,El Compendex,34 - 38,,"Searching as Learning and Information Seeking require exploratory search to be modeled for supporting learning. The present paper introduces a model of exploratory search that was applied on web searching in language teacher education, which promoted its evolution and validation, and enabled a visualization of search pattern and learning process. This model was able to help clarify best practices associated to users' decision-making process regarding suitable and not suitable information and to capture the relevance of context variables, personal skills and expertise that users utilize as filters for the search.<br/> &copy; 2018 IEEE.",inproceedings,,http://dx.doi.org/10.1109/ICALT.2018.00015,,,Decision making;,,,English,Decision making process;Exploratory search;Knowledge intensive process;Search patterns;Web-searching;,,"43730,3","43730,3",marcelo.machado,,Unclassified,
20163702794918,Training on the job: Learning while searching in an engineering workplace,"Ahlers, Dirk and Mehrpoor, Mahsa",CEUR Workshop Proceedings,2016,El Compendex,,1647,"Professional search in an engineering context includes users on different stages from novice to expert. We discuss how searching as learning can help to understand searching in a larger information seeking, workspace, and learning environment, giving users the tools and understanding to become experts over time. We present some findings of user interaction with engineering domain retrieval systems where the searching as learning perspective can improve our understanding of information seeking behaviour.<br/>",inproceedings,,,,,Computer aided instruction;Engineering;Information retrieval;Information use;,,16130073,English,Engineering domains;Engineering workplace;Information access;Information seeking;Information seeking behaviours;Learning environments;Professional Search;Retrieval systems;,,"43730,3","43732,2",marcelo.machado,,Duplicated,
20163702794921,SaR-Web - A tool to support search as learning processes,"Fulantelli, Giovanni and Marenzi, Ivana and Ahmad, Qazi Asim Ijaz and Taibi, Davide",CEUR Workshop Proceedings,2016,El Compendex,,1647,"Search engines are the most utilized tools to access information on the Web, and they are widely used to support learning activities, even though they are specially used for acquiring factual knowledge, and do not support searching as learning tasks. In this paper we present SaR-Web, a search tool that allows the visualization of search results with a semantic added value in order to facilitate comparisons and further analysis. SaR-Web was originally developed to support search as research activities: it allows to analyze search results under diverse cultural and social perspectives. By fostering critical thinking and creative learning, SaR-Web promotes search as learning processes. A recent evaluation of the system by students attending the WebScience course at the University of Hanover is presented. Preliminary results highlight the positive impact that the system had on students in stimulating creativity and critical thinking.<br/>",inproceedings,,,,,Semantics;,,16130073,English,Creative-learning;Critical thinking;Cross-language analysis;Search as learning;Web search tools;,,"43730,3","43732,2",marcelo.machado,,Duplicated,
reynolds2018inter,Inter-disciplinary research on inquiry and learning: information and learning sciences perspectives,"Reynolds, Rebecca and Hansen, Preben",,2018,Google Scholar,289--292,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
gauffriau2017categorization,A categorization of arguments for counting methods for publication and citation indicators,"Gauffriau, Marianne",Journal of Informetrics,2017,Google Scholar,672--684,11,,article,,,,,,Elsevier,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
liu2018information,How do Information Source Selection Strategies Influence Users' Learning Outcomes',"Liu, Chang and Song, Xiaoxuan",,2018,Google Scholar,257--260,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
do2013pesquisa,Pesquisa Científica e a Constru{ç}ão do Conhecimento: Possibilidade e Prática ou Utopia?,"do Nascimento, Adna Souza and Aragão, Iracema Raimunda Brito Neves and Gomes, Carlos Adriano Santos and Nova, Sílvia Pereira de Castro Casa",Revista Evidencia{ç}ão Contábil \& Finan{ç}as,2013,Google Scholar,106--122,1,,article,,,,,,Universidade Federal da Paraíba,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
cole2019autumn,Autumn School for Information Retrieval and Foraging 2018,"Cole, Amelia W and Achilles, Linda",,2019,Google Scholar,87--91,52,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
ho2003plasticity,Plasticity of feature-based selection in triple-conjunction search.,"Ho, Geoffrey and Siakaluk, Paul D and Scialfa, Charles T",Canadian Journal of Experimental Psychology/Revue canadienne de psychologie expérimentale,2003,Google Scholar,48,57,,article,,,,,,Canadian Psychological Association,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
tibau2019using,Using Query Reformulation to Compare Learning Behaviors in Web Search Engines,"Tibau, Marcelo and Siqueira, Sean WM and Nunes, Bernardo Pereira and Nurmikko-Fuller, Terhi and Manrique, Ruben Francisco",,2019,Google Scholar,219--223,2161,,inproceedings,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
bystrom2016information,Information Access and Workplace Learning in “Peopleless Offices” by “Officeless People” Proposed Research Platform for Digital Workplace Development,"Byström, Katriina",圖書館學與資訊科學,2016,Google Scholar,,,,article,,,,,,國立台灣師範大學圖書資訊學研究所,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
fails2018international,International and interdisciplinary perspectives on children \& recommender systems (kidrec),"Fails, Jerry Alan and Pera, Maria Soledad and Kucirkova, Natalia and Garzotto, Franca",,2018,Google Scholar,705--712,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
alvarez1998unified,A Unified approach to natural language treatment,"Álvarez Canal, Jordi",,1998,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
catherine2019knowledge,Knowledge-Context in search systems: Toward information-literate actions,"Catherine, Smith and Rieh, Soo Young",,2019,Google Scholar,,,,article,,,,,,ACM,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
smith2019knowledge,Knowledge-Context in Search Systems: Toward Information-Literate Actions,"Smith, Catherine L and Rieh, Soo Young",,2019,Google Scholar,55--62,,,inproceedings,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
weisbord2000future,Future search: An action guide to finding common ground in organizations and communities,"Weisbord, Marvin Ross and Weisbord, Marvin and Janoff, Sandra",,2000,Google Scholar,,,,book,,,,,,Berrett-Koehler Publishers,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
millan1996rapid,"Rapid, safe, and incremental learning of navigation strategies","Millán, J del R","IEEE Transactions on Systems, Man, and Cybernetics, Part B (Cybernetics)",1996,Google Scholar,408--420,26,,article,,,,,,IEEE,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
bhattacharya2018relating,Relating eye-tracking measures with changes in knowledge on search tasks,"Bhattacharya, Nilavra and Gwizdka, Jacek",,2018,Google Scholar,62,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
de2000new,A new approach for learning belief networks using independence criteria,"De Campos, Luis M and Huete, Juan F",International Journal of Approximate Reasoning,2000,Google Scholar,11--37,24,,article,,,,,,Elsevier,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
alonso4,4.2 Social Media,"Alonso, Omar and Blandford, Ann and de Rijke, Maarten and Fuhr, Norbert and Mutschke, Peter and Oard, Doug and Wilson, Max L",Evaluation Methodologies in Information Retrieval,,Google Scholar,105,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
meyers2018search,When search is (mis) learning: Analyzing inference failures in student search tasks,"Meyers, Eric M",Proceedings of the Association for Information Science and Technology,2018,Google Scholar,357--366,55,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
andriyanto2016use,THE USE OF GOOGLE SEARCH LEARNING CIVIC EDUCATION IN SMA N 1 TEMPEL,"Andriyanto, Yusuf",E-CIVICS,2016,Google Scholar,,5,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
gwizdka2018neuro,Neuro-physiological data as a source of evaluation metrics for personalized IR,"Gwizdka, Jacek",Proceedings of WEPIR 2018,2018,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
yenikent2018evaluating,Evaluating the AFEL Learning Tool: Didactalia Users' Experiences with Personalized Recommendations and Interactive Visualizations.,"Yenikent, Seren and Holtz, Peter and Thalmann, Stefan and d'Aquin, Mathieu and Kimmerle, Joachim",,2018,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
freund2014getting,Getting the big picture: supporting comprehension and learning in search,"Freund, Luanne and O’Brien, Heather and Kopak, Rick",Proceedings SAL,2014,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
weisbord2010future,Future Search as Action Learning,"Weisbord, Marvin R and Janoff, Sandra",,2010,Google Scholar,179--191,,,incollection,,,,,,Springer,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
mao2016does,How does Domain Expertise Affect Users' Search Processes in Exploratory Searches?,"Mao, Jiaxin and Liu, Yiqun and Zhang, Min and Ma, Shaoping",,2016,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
karanam2016integrating,Integrating Domain Knowledge Differences into Modeling User Clicks on Search Result Pages.,"Karanam, Saraschandra and van Oostendorp, Herre",,2016,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
castrillon2017dagstuhl,"Dagstuhl Reports, Vol. 7, Issue 2 ISSN 2192-5283","Castrillón-Mazo, Jerónimo and Kuo, Tei-Wei and Riel, Heike E and Lieber, Matthias and Dey, Anind K and Häkkilä, Jonna and Henze, Niels and Kunze, Kai and Abraham, Erika and Kress-Gazit, Hadas and others",,2017,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
deyjeronimo,"Jerónimo Castrillón-Mazo, Tei-Wei Kuo, Heike E. Riel, and Matthias Lieber.....","Dey, Anind K and Häkkilä, Jonna and Henze, Niels and Kunze, Kai and Abraham, Erika and Kress-Gazit, Hadas and Natale, Lorenzo and Tacchella, Armando and Burton, Benjamin and Löffler, Maarten and others",,,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
ostrominformation,"Information Literacy Concepts in Swedish Legislation, Methods of Teaching and Their Impact on the Design of Library Instruction Sessions at Linköping University","Öström, Magdalena",,,Google Scholar,135,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
liu2019investigating,Investigating users’ learning and decision-making processes in search interactions: a behavioral economics approach,"Liu, Jiqun and Wang, Yiwei",Information needs,2019,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
weingart2016retrieval,Retrieval Techniques for Contextual Learning.,"Weingart, Nino and Eickhoff, Carsten",,2016,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
pardi2019search,Search and Justification Behavior During Multimedia Web Search for Procedural Knowledge,"Pardi, Georg and Kammerer, Yvonne and Gerjets, Peter",,2019,Google Scholar,17--20,,,inproceedings,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
jansen2007viewing,Viewing online searching within a learning paradigm,"Jansen, Bernard J and Smith, Brian and Booth, Danielle L",,2007,Google Scholar,859--860,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
zhuang2016search,Search behaviour before and after search success,"Zhuang, Mengdie and Toms, Elaine G and Demartini, Gianluca",,2016,Google Scholar,,,,article,,,,,,Rheinisch-Westfaelische Technische Hochschule Aachen* Lehrstuhl Informatik V,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
ghosh2017information,Information seeking in learning-oriented search,"Ghosh, Souvick and Shah, Chirag",Proceedings of the Association for Information Science and Technology,2017,Google Scholar,682--684,54,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
